CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,LOCALITY,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE,AGE,ORDER_VALUE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,ORDER_TYPE,GENERATION,Campi Sal,Campi Paisa,Campi Light,Olivetto suave,Olivetto intenso,Olivetto oliva,Gourmet aguacate,Gourmet coco,Gourmet oliva,Gourmet familia
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,,NW376 ,ES,8209405S,4069001235316617,,11487,2251,2016-06-23 00:00:00.000,2016-06-23 15:29:06.250,22.500.000,NC298 ,2016-07-15 00:00:00.000,27/07/2016,29,5.33,Complete,Phone,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,,NW376 ,ES,8209405S,4041522016769859,,11487,6649,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,11.150.000,SC196 ,2016-03-16 17:47:25.000,05/08/2016,29,18.0,Abandoned,Desktop,FirstTime,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,,NW376 ,ES,8209405S,4656080598168533,,11487,7957,2016-08-19 00:00:00.000,2016-08-19 01:34:16.564,13.330.000,SE403 ,2016-08-29 00:00:00.000,09/09/2016,29,198.21,Abandoned,Phone,FirstTime,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,,SE133 ,UK,KX260887,4146666716203349,,11491,663,2016-03-10 00:00:00.000,2016-03-10 06:22:36.564,8.230.000,NC166 ,2016-03-20 00:00:00.000,30/03/2016,59,24.44,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,,SE133 ,UK,KX260887,4163437687284314,,11491,4672,2016-08-13 00:00:00.000,2016-08-13 20:33:26.257,18.450.000,WE154 ,2016-09-08 00:00:00.000,20/09/2016,59,46.55,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,,SE133 ,UK,KX260887,4540266494515048,,11491,7506,2016-12-25 00:00:00.000,2016-12-25 09:32:50.756,18.450.000,NW247 ,2016-01-09 00:00:00.000,15/01/2016,59,47.86,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,,SE133 ,UK,KX260887,4050821550365423,,11491,8910,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,19.850.000,SW412 ,2016-03-16 17:47:25.000,05/08/2016,59,26.65,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,,SE133 ,UK,KX260887,4065362726202763,,11491,8917,2016-04-09 00:00:00.000,2016-04-09 19:27:56.370,7.020.000,SE268 ,2016-12-05 00:00:00.000,16/12/2016,59,40.67,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,344464494379456,,11495,1312,2016-09-12 00:00:00.000,2016-09-12 06:11:26.258,19.250.000,SE136 ,2016-09-29 00:00:00.000,09/10/2016,31,9999999.0,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,348146697108360,,11495,3084,2016-11-11 00:00:00.000,2016-11-11 21:47:56.370,19.050.000,WE220 ,2016-12-16 00:00:00.000,25/12/2016,31,33.99,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,375539780634944,,11495,4303,2016-03-31 00:00:00.000,2016-03-31 18:57:39.380,5.660.000,SW142 ,2016-04-20 00:00:00.000,30/04/2016,31,11.74,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,375179956692481,,11495,5243,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,17.600.000,NC163 ,2016-03-16 17:47:25.000,05/08/2016,31,38.28,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,342645753120676,,11495,8881,2016-11-17 00:00:00.000,2016-11-17 17:43:54.564,14.800.000,NW316 ,2016-11-30 00:00:00.000,12/12/2016,31,58.100.000.000.000.000,Complete,Phone,Occasional,LowValue,Gen_Y,0,1,0,0,0,0,0,0,1,0
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,,WE286 ,ES,3069685J,375765909411596,,11495,9148,2016-04-09 00:00:00.000,2016-04-09 19:27:56.370,18.240.000,SE268 ,2016-12-05 00:00:00.000,16/12/2016,31,39.86,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,,SC199 ,IT,WTVYWH66T19I752O,3528507818932379,,11499,495,2016-05-30 00:00:00.000,2016-05-30 17:27:39.380,14.610.000,NC427 ,2016-06-20 00:00:00.000,10/07/2016,48,9999999.0,Cancelled,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,,SC199 ,IT,WTVYWH66T19I752O,"3,52894E+15",,11499,6696,2016-08-23 00:00:00.000,2016-08-23 22:47:24.586,33.850.000,SC193 ,2016-09-10 00:00:00.000,20/08/2016,48,30.56,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,,SC199 ,IT,WTVYWH66T19I752O,3528975001065838,,11499,8461,2016-12-07 00:00:00.000,2016-12-07 08:43:52.556,21.970.000,SW274 ,2016-01-22 00:00:00.000,25/01/2016,48,32.01,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Robert Garces       ,Mr.,3913 Laurel Lane,Jacksonville,FL,US,32202,0,,Robert.S.Garces@spambob.com,574-274-3803,JCB,,SW148 ,IT,OIOFVZ10B09F269Y,3528180840656091,,11503,4553,2016-06-23 00:00:00.000,2016-06-23 15:29:06.250,19.810.000,NC298 ,2016-07-15 00:00:00.000,27/07/2016,30,30.1,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Robert Garces       ,Mr.,3913 Laurel Lane,Jacksonville,FL,US,32202,0,,Robert.S.Garces@spambob.com,574-274-3803,JCB,,SW148 ,IT,OIOFVZ10B09F269Y,3528968613151005,,11503,7294,2016-01-03 00:00:00.000,2016-01-03 15:47:56.370,23.890.000,SC259 ,2016-02-10 00:00:00.000,20/02/2016,30,37.9,Complete,Phone,Occasional,LowValue,Gen_Y,0,0,0,0,0,0,0,0,0,0
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,,NW382 ,FR,1.54E+14,3528152245576265,,11507,3235,2016-11-03 00:00:00.000,2016-11-03 08:44:16.564,11.150.000,NE178 ,2016-12-01 00:00:00.000,20/12/2016,77,269.88,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,,NW382 ,FR,1.54E+14,3528533490841076,,11507,8817,2016-06-29 00:00:00.000,2016-06-29 16:50:44.886,9.000.000,SC127 ,2016-07-20 00:00:00.000,30/07/2016,77,287.91,In-Progress,Phone,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,,NW382 ,FR,1.54E+14,3528290833917465,,11507,9134,2016-12-16 00:00:00.000,2016-12-16 07:32:59.456,6.870.000,SW346 ,2016-01-01 00:00:00.000,05/01/2016,77,245.93,In-Progress,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,,WE157 ,FR,2.67E+14,3528639720053349,,11511,300,2016-09-19 00:00:00.000,2016-09-19 19:57:35.556,14.280.000,SE334 ,2016-09-30 00:00:00.000,10/09/2016,NA,200.05,Complete,Phone,FirstTime,HighValue,Gen_Z,0,1,0,0,0,0,1,1,1,1
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,,WE157 ,FR,2.67E+14,"3,52811E+15",,11511,3446,2016-09-19 00:00:00.000,2016-09-19 19:57:35.556,16.850.000,SE334 ,2016-09-30 00:00:00.000,10/09/2016,NA,134.24,In-Progress,Phone,FirstTime,MediumValue,Gen_Z,1,0,0,0,0,0,0,0,0,0
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,,WE157 ,FR,2.67E+14,3528273000524496,,11511,4366,2016-04-18 00:00:00.000,2016-04-18 01:02:36.564,13.770.000,SC262 ,2016-05-09 00:00:00.000,19/05/2016,NA,228.79,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Donna Daniels       ,Mrs.,1569 Hanover Street,Jarklin,VIC,AU,3517,0,,Donna.L.Daniels@spambob.com,(07) 4058 4591,Discover,,NC361 ,CA,330431149,6011162393259207,,11515,1246,2016-05-06 00:00:00.000,2016-05-06 09:11:26.258,22.770.000,NC169 ,2016-06-10 00:00:00.000,20/06/2016,76,224.89,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Donna Daniels       ,Mrs.,1569 Hanover Street,Jarklin,VIC,AU,3517,0,,Donna.L.Daniels@spambob.com,(07) 4058 4591,Discover,,NC361 ,CA,330431149,6011529509214088,,11515,5730,2016-03-04 00:00:00.000,2016-03-04 02:25:36.564,9.000.000,WE415 ,2016-03-20 00:00:00.000,30/03/2016,76,255.42,Cancelled,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,1,0,0,0,0,0,1
Benjamin Hayes      ,Mr.,707 Paul Wayne Haggerty Road,Jennings,OK,US,74038,0,,Benjamin.B.Hayes@trashymail.com,724-790-4964,Discover,,WE151 ,CA,722907771,6011333511812223,,11519,1407,2016-04-13 00:00:00.000,2016-04-13 23:47:55.556,30.000.000,WE151 ,2016-04-22 00:00:00.000,29/04/2016,26,101.15,Complete,Desktop,FirstTime,MediumValue,Gen_Y,0,1,0,0,0,1,0,0,1,0
Benjamin Hayes      ,Mr.,707 Paul Wayne Haggerty Road,Jennings,OK,US,74038,0,,Benjamin.B.Hayes@trashymail.com,724-790-4964,Discover,,WE151 ,CA,722907771,6011152442628239,,11519,4929,2016-04-18 00:00:00.000,2016-04-18 01:02:36.564,23.120.000,SC262 ,2016-05-09 00:00:00.000,19/05/2016,26,90.03,Complete,Phone,FirstTime,MediumValue,Gen_Y,1,1,0,0,0,1,0,0,0,0
Benjamin Hayes      ,Mr.,707 Paul Wayne Haggerty Road,Jennings,OK,US,74038,0,,Benjamin.B.Hayes@trashymail.com,724-790-4964,Discover,,WE151 ,CA,722907771,"6,01134E+15",,11519,5014,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,8.230.000,NE109 ,2016-03-16 17:47:25.000,05/08/2016,26,219.12,Complete,Phone,FirstTime,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Benjamin Hayes      ,Mr.,707 Paul Wayne Haggerty Road,Jennings,OK,US,74038,0,,Benjamin.B.Hayes@trashymail.com,724-790-4964,Discover,,WE151 ,CA,722907771,6011312605112526,,11519,7454,2016-02-23 00:00:00.000,2016-02-23 20:47:44.986,29.880.000,WE283 ,2016-03-02 00:00:00.000,10/03/2016,26,153.17,Complete,Desktop,FirstTime,HighValue,Gen_Y,0,0,0,0,0,0,0,0,0,1
Jason Joiner        ,Mr.,1809 Richards Avenue,Jinden,NSW,AU,2622,0,,Jason.J.Joiner@spambob.com,(03) 5373 2116,American Express,,NC160 ,U.S.,672300001,377270690285330,,11523,1434,2016-01-16 00:00:00.000,2016-01-16 08:13:54.564,68.570.000,NC292 ,2016-02-10 00:00:00.000,27/02/2016,59,20.95,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jason Joiner        ,Mr.,1809 Richards Avenue,Jinden,NSW,AU,2622,0,,Jason.J.Joiner@spambob.com,(03) 5373 2116,American Express,,NC160 ,U.S.,672300001,372359666721140,,11523,2519,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,16.830.000,WE289 ,2016-03-16 17:47:25.000,05/08/2016,59,14.01,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jason Joiner        ,Mr.,1809 Richards Avenue,Jinden,NSW,AU,2622,0,,Jason.J.Joiner@spambob.com,(03) 5373 2116,American Express,,NC160 ,U.S.,672300001,373315187772592,,11523,7924,2016-10-26 00:00:00.000,2016-10-26 20:07:39.380,13.330.000,SC256 ,2016-11-10 00:00:00.000,14/11/2016,59,8.15,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Jason Joiner        ,Mr.,1809 Richards Avenue,Jinden,NSW,AU,2622,0,,Jason.J.Joiner@spambob.com,(03) 5373 2116,American Express,,NC160 ,U.S.,672300001,340289713705990,,11523,8784,2016-03-04 00:00:00.000,2016-03-04 02:25:36.564,7.850.000,WE415 ,2016-03-20 00:00:00.000,30/03/2016,59,9999999.0,Cancelled,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Wayne Thomas        ,Mr.,1743 Dane Street,Joplin,MO,US,64804,0,,Wayne.S.Thomas@mailinator.com,267-756-5460,VISA,,NW376 ,IT,FYTHKY75R57I217L,4903429479260441,,11531,3583,2016-01-22 00:00:00.000,2016-01-22 22:39:06.250,11.450.000,SE337 ,2016-03-10 00:00:00.000,27/03/2016,NA,288.5,Complete,Phone,FirstTime,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Dia Ritter          ,Mrs.,1846 Nutter Street,Juneau,AK,US,99801,0,,Dia.L.Ritter@dodgeit.com,586-769-8458,American Express,,SE400 ,U.S.,22868067,345213750609720,,11535,5393,2016-08-31 00:00:00.000,2016-08-31 19:17:24.586,17.870.000,NC100 ,2016-09-10 00:00:00.000,20/08/2016,43,26.41,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,6011676888118792,,11539,1587,2016-01-01 00:00:00.000,2016-01-01 15:47:56.370,13.250.000,WE418 ,2016-02-02 00:00:00.000,10/02/2016,18,295.87,Cancelled,Desktop,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,6011335630998098,,11539,1638,2016-03-14 00:00:00.000,2016-03-14 02:22:36.564,7.850.000,SW214 ,2016-03-29 00:00:00.000,09/04/2016,18,127.54,In-Progress,Desktop,Occasional,MediumValue,Gen_Z,0,1,0,1,0,1,0,0,1,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,6011839832774108,,11539,3212,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,18.450.000,NE175 ,2016-03-16 17:47:25.000,05/08/2016,18,48.51,In-Progress,Phone,Occasional,LowValue,Gen_Z,0,1,0,0,0,0,0,0,0,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,6011274441515967,,11539,5363,2016-05-30 00:00:00.000,2016-05-30 17:27:39.380,3.880.000,NC427 ,2016-06-20 00:00:00.000,10/07/2016,18,232.51,In-Progress,Phone,Occasional,HighValue,Gen_Z,0,0,0,0,0,0,0,0,0,1
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,6011717017916563,,11539,5694,2016-12-25 00:00:00.000,2016-12-25 06:12:46.134,14.610.000,SW280 ,2016-02-23 00:00:00.000,03/03/2016,18,9999999.0,Cancelled,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,"6,01192E+15",,11539,8420,2016-06-29 00:00:00.000,2016-06-29 16:50:44.886,19.850.000,SC127 ,2016-07-20 00:00:00.000,30/07/2016,18,23.24,In-Progress,Phone,Occasional,LowValue,Gen_Z,0,1,0,0,0,0,0,0,0,0
Cynthia Heath       ,Mrs.,341 Daylene Drive,Kamloops,BC,CA,V2B 3J5,0,,Cynthia.C.Heath@pookmail.com,780-205-3973,Discover,,SE397 ,CA,962918462,"6,01133E+15",,11539,8948,2016-04-30 00:00:00.000,2016-04-30 01:02:36.564,6.870.000,NE235 ,2016-05-19 00:00:00.000,29/05/2016,18,50.84,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,0,1,0,1,1,0
Mike Wilkins        ,Mr.,273 Kemper Lane,Kansas City,KS,US,64106,0,,Mike.K.Wilkins@dodgeit.com,303-434-3654,American Express,,SC394 ,CA,384150934,375697549189673,,11547,4966,2016-12-25 00:00:00.000,2016-12-25 09:32:50.756,29.790.000,NW247 ,2016-01-09 00:00:00.000,15/01/2016,21,96.04,Complete,Phone,Occasional,MediumValue,Gen_Z,0,1,0,0,0,1,0,0,1,0
Mike Wilkins        ,Mr.,273 Kemper Lane,Kansas City,KS,US,64106,0,,Mike.K.Wilkins@dodgeit.com,303-434-3654,American Express,,SC394 ,CA,384150934,346328064088771,,11547,8418,2016-05-30 00:00:00.000,2016-05-30 17:27:39.380,13.820.000,NC427 ,2016-06-20 00:00:00.000,10/07/2016,21,13.33,In-Progress,Phone,Occasional,LowValue,Gen_Z,0,0,0,0,0,0,0,0,0,0
Tammy Gay           ,Mrs.,4865 Hall Valley Drive,Kansas City,MO,US,64105,0,,Tammy.G.Gay@mailinator.com,815-677-8687,American Express,,NW379 ,IT,QSRYWV06B61G134A,344370849421176,,11551,1297,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,19.850.000,SW412 ,2016-03-16 17:47:25.000,05/08/2016,80,73.33,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,1,0,0,0,0,0,0,0,0,0
Tammy Gay           ,Mrs.,4865 Hall Valley Drive,Kansas City,MO,US,64105,0,,Tammy.G.Gay@mailinator.com,815-677-8687,American Express,,NW379 ,IT,QSRYWV06B61G134A,343972422802424,,11551,1986,2016-04-13 00:00:00.000,2016-04-13 23:47:55.556,21.970.000,WE151 ,2016-04-22 00:00:00.000,29/04/2016,80,181.24,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
Tammy Gay           ,Mrs.,4865 Hall Valley Drive,Kansas City,MO,US,64105,0,,Tammy.G.Gay@mailinator.com,815-677-8687,American Express,,NW379 ,IT,QSRYWV06B61G134A,343520118684295,,11551,2084,2016-02-17 00:00:00.000,2016-02-17 05:25:36.564,8.990.000,NE307 ,2016-03-10 00:00:00.000,20/04/2016,80,177.11,Abandoned,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
Tammy Gay           ,Mrs.,4865 Hall Valley Drive,Kansas City,MO,US,64105,0,,Tammy.G.Gay@mailinator.com,815-677-8687,American Express,,NW379 ,IT,QSRYWV06B61G134A,343227118007353,,11551,6603,2016-04-26 00:00:00.000,2016-04-26 02:22:36.564,11.150.000,NE238 ,2016-05-05 00:00:00.000,19/05/2016,80,9999999.0,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,1,0,0,0,0,0,0,1
Tammy Gay           ,Mrs.,4865 Hall Valley Drive,Kansas City,MO,US,64105,0,,Tammy.G.Gay@mailinator.com,815-677-8687,American Express,,NW379 ,IT,QSRYWV06B61G134A,349512928348185,,11551,8266,2016-03-19 00:00:00.000,2016-03-19 02:22:36.564,17.870.000,SW148 ,2016-04-03 00:00:00.000,19/04/2016,80,251.93,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,1,0,0,0
George Williams     ,Mr.,3350 Pointe Lane,Keerrong,NSW,AU,2480,0,,George.K.Williams@mailinator.com,(08) 8270 7123,JCB,,SW406 ,U.S.,137170001,3528792827566109,,11559,568,2016-12-07 00:00:00.000,2016-12-07 08:43:52.556,7.120.000,SW274 ,2016-01-22 00:00:00.000,25/01/2016,67,73.88,Complete,Desktop,Frequent,MediumValue,Baby_Boomers,0,1,0,0,0,0,1,1,1,0
George Williams     ,Mr.,3350 Pointe Lane,Keerrong,NSW,AU,2480,0,,George.K.Williams@mailinator.com,(08) 8270 7123,JCB,,SW406 ,U.S.,137170001,3528420589474714,,11559,1080,2016-04-13 00:00:00.000,2016-04-13 23:47:55.556,13.880.000,WE151 ,2016-04-22 00:00:00.000,29/04/2016,67,209.25,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
George Williams     ,Mr.,3350 Pointe Lane,Keerrong,NSW,AU,2480,0,,George.K.Williams@mailinator.com,(08) 8270 7123,JCB,,SW406 ,U.S.,137170001,3528376047731659,,11559,1494,2016-05-13 00:00:00.000,2016-05-13 16:58:44.886,11.150.000,NW313 ,2016-05-28 00:00:00.000,30/05/2016,67,272.41,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
George Williams     ,Mr.,3350 Pointe Lane,Keerrong,NSW,AU,2480,0,,George.K.Williams@mailinator.com,(08) 8270 7123,JCB,,SW406 ,U.S.,137170001,3528886524027843,,11559,2107,2016-12-07 00:00:00.000,2016-12-07 08:43:52.556,17.200.000,SW274 ,2016-01-22 00:00:00.000,25/01/2016,67,247.71,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,1
George Williams     ,Mr.,3350 Pointe Lane,Keerrong,NSW,AU,2480,0,,George.K.Williams@mailinator.com,(08) 8270 7123,JCB,,SW406 ,U.S.,137170001,3528536684223241,,11559,8095,2016-03-16 17:47:25.000,2016-03-16 17:47:25.375,6.050.000,SC124 ,2016-03-16 17:47:25.000,05/08/2016,67,177.0,Complete,Desktop,Frequent,HighValue,Baby_Boomers,0,0,0,0,0,0,0,1,0,0
Shirley Weber       ,Mrs.,420 Charmaine Lane,Kempten,,DE,87439,0,,Shirley.J.Weber@pookmail.com,08641 49 29 57,JCB,,NW310 ,ES,7518931R,3528524484415209,,11563,2166,2016-05-18 00:00:00.000,2016-05-18 23:58:44.886,18.990.000,SW145 ,2016-06-28 00:00:00.000,10/07/2016,51,10.35,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Shirley Weber       ,Mrs.,420 Charmaine Lane,Kempten,,DE,87439,0,,Shirley.J.Weber@pookmail.com,08641 49 29 57,JCB,,NW310 ,ES,7518931R,3528113787769551,,11563,3124,2016-05-18 00:00:00.000,2016-05-18 23:58:44.886,9.220.000,SW145 ,2016-06-28 00:00:00.000,10/07/2016,51,33.17,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Shirley Weber       ,Mrs.,420 Charmaine Lane,Kempten,,DE,87439,0,,Shirley.J.Weber@pookmail.com,08641 49 29 57,JCB,,NW310 ,ES,7518931R,3528130723158723,,11563,6198,2016-04-10 00:00:00.000,2016-04-10 18:36:44.886,3.880.000,NW310 ,2016-04-29 00:00:00.000,10/05/2016,51,34.46,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Shirley Weber       ,Mrs.,420 Charmaine Lane,Kempten,,DE,87439,0,,Shirley.J.Weber@pookmail.com,08641 49 29 57,JCB,,NW310 ,ES,7518931R,3528012877871816,,11563,9227,2016-08-13 00:00:00.000,2016-08-13 11:29:06.250,5.660.000,SE208 ,2016-12-21 00:00:00.000,03/01/2016,51,14.33,Complete,Phone,Occasional,LowValue,Gen_X,0,0,0,0,0,0,0,0,0,0
Trisha Trujillo     ,Mrs.,4658 Simons Hollow Road,Kenosha,WI,US,53140,0,,Trisha.M.Trujillo@trashymail.com,617-501-9950,JCB,,NE307 ,IT,DGHJMR93B25C594Q,3528279317199427,,11567,1980,2016-03-31 00:00:00.000,2016-03-31 18:57:39.380,21.970.000,SW142 ,2016-04-20 00:00:00.000,30/04/2016,64,30.91,Complete,Phone,Occasional,LowValue,Baby_Boomers,0,0,0,0,0,0,0,0,0,0
